id,mid,name,sex,face,sign,level,fans_badge,article,video,follower,archive_view,likes,total_charge_count,month_charge_count,birthday,official_role,official_title,official_type,vip_type,vip_status,url,category1,category2,tags,xxpoint,interact,fansgrowth,notesgrowth,viewgrowth,interactgrowth,ddate,sdate,sync_video,sync_article,is_huahuokol,resting,vdate,mdate,evr_view,evr_like,evr_collect,inc_percent
1597,328303954,澤野弘之_nZk,保密,https://i0.xxkol.cn/bfs/face/f19adef3fd0ec83234646ea39ca89790685a2cf4.jpg,,6,0,0,45,1351824,14499451,1286632,0,0,,2,泽野弘之官方账号,2,0,0,https://space.bilibili.com/328303954,音乐,,,1,0.63%,1.39,0.49,0.05,3.08,2021/12/30,2021/12/30 15:34,1,1,0,1,2021/12/30 0:51,2021/12/27 14:26,78701,11093.667,2667.667,0.03%
1263,64925986,大佬甜er,保密,https://i1.xxkol.cn/bfs/face/665c82260a82c7c7a747c4252dcaf39fa447f691.jpg,全网同名:大佬甜er  淘宝店:大佬甜er美妆店  谢谢关注么么哒~工作邮箱：dalaotianer@163.com,6,1,0,284,1351706,60984226,3343526,366,0,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/64925986,时尚,生活,,5,1.95%,2.62,1.48,0.09,17.17,2021/12/30,2021/12/30 15:39,1,1,1,1,2021/12/30 0:18,2021/12/27 13:36,292613.273,19273.091,4143.091,0.51%
549,177613639,无聊的开箱,保密,https://i1.xxkol.cn/bfs/face/4da057ae08acc8dcc807d7a9d365311d72b88b82.jpg,最无聊的科技数码类开箱节目,6,1,0,402,1347935,95635036,4326199,717,3,10月2日,1,bilibili 知名科技UP主,2,2,1,https://space.bilibili.com/177613639,数码,生活,,6,1.87%,1.8,2.86,0.07,17.76,2021/12/30,2021/12/30 15:19,1,1,1,1,2021/12/30 0:15,2021/12/27 12:31,140897.833,9702.958,524.167,0.13%
3159,106685726,二二酸酸,保密,https://i2.xxkol.cn/bfs/face/fbcd640668be54fd4cc09489c74bb772cd207663.jpg,想把看过的每一本好书都画成视频分享给你:D / 北大在读 / 微博同名 / 粉丝Q群1135549227 / 商务qq1079417902,6,1,1,49,1346804,60419971,5653321,601,19,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/106685726,生活,游戏,,10,3.17%,11.93,0.93,0.5,37.14,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 1:05,2021/12/27 17:39,719620.667,52791.333,16716.333,2.06%
1161,31225950,不是柯桑德,男,https://i0.xxkol.cn/bfs/face/9495829e79bbf6203963206365919d28584ce5e5.jpg,荷兰VLOGGER在深圳长大 \ 合作邮箱：skole@teamdopa.com,6,1,0,235,1344120,84541801,7041639,753,34,9月19日,1,bilibili 知名搞笑UP主,2,2,1,https://space.bilibili.com/31225950,生活,游戏,"荷兰,VLOGGER,下班啦,搞笑",10,12.53%,23.64,-6.26,-0.15,177.04,2021/12/30,2021/12/30 15:40,1,1,1,1,2021/12/30 0:17,2021/12/27 13:35,674602.52,59252.64,6219.24,0.18%
243,140458333,狙击手麦克,男,https://i1.xxkol.cn/bfs/face/e79a821d4d961ac55fa53864c0b71560f2b2681c.jpg,我叫麦克，是一名狙击手，专业过硬，从未失手！,6,1,0,919,1343374,260379658,9425308,1294,7,1月1日,1,bilibili 知名游戏UP主,2,2,1,https://space.bilibili.com/140458333,游戏,影视,,10,3.67%,4.08,7.86,0.09,39.49,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:13,2021/12/27 11:56,103423.339,7764.169,373.712,0.34%
223,235555226,哔哩哔哩UP主执事,保密,https://i2.xxkol.cn/bfs/face/1097ae7fb0076fc15b704c4025f4cf64c15fa3a2.jpg,超正经一官方，苦心钻研UP主成长、交流和服务。日常带UP们整活儿，发小牌牌和福利～,6,1,65,246,1343309,79157254,5778304,291,7,,3,哔哩哔哩UP主运营官方账号,1,2,1,https://space.bilibili.com/235555226,生活,科技,,1,0.13%,0.52,2.58,0.03,1.26,2021/12/30,2021/12/30 15:21,1,1,0,1,2021/12/30 0:13,2021/12/27 11:53,86218,4673,819.667,0.01%
63448,357665034,数学汤家凤,男,https://i0.xxkol.cn/bfs/face/0458e7c3ceb2a436b176fff14d5c5c615212f169.jpg,与同学们一同努力！,6,0,10,165,1343264,38696263,1196721,744,14,1月1日,2,bilibili 知名UP主,2,1,0,https://space.bilibili.com/357665034,知识,生活,,4,1.13%,5.48,1.43,0.13,8.35,2021/12/30,2021/12/30 13:06,0,1,1,1,2021/12/30 5:46,2021/12/30 2:46,189123.077,5142.769,6120.846,0.21%
2064,298946431,香香软软的小泡芙,保密,https://i1.xxkol.cn/bfs/face/a5fbbe85375c551bd8c59eea027b098f73f40e0c.jpg,大家好，大眼萌妹了解一下。不定期更新怼脸拍高糊原创猫片。泡芙的妈妈是美短爸爸是苏格兰折耳（不要购买折耳猫）,6,1,2,526,1342026,132931582,8316339,1189,24,,1,bilibili 知名萌宠UP主,2,2,1,https://space.bilibili.com/298946431,生活,,,10,6.47%,11.66,4.34,0.14,85.23,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:52,2021/12/27 15:36,354024,25846.8,2685.433,0.27%
220033,11688464,天才小熊猫本人,保密,https://i2.xxkol.cn/bfs/face/f72184327d48e2ff7dd1fa10fd8549956a9bb467.jpg,,6,0,1,6,1339197,37163311,2610545,229,5,,2,天才小熊猫 官方账号,2,0,0,https://space.bilibili.com/11688464,生活,,,7,0%,7.1,0.15,6.83,13.28,2021/12/30,2021/12/30 1:15,0,0,1,1,2021/12/30 0:41,2021/12/29 17:27,,,,-0.10%
337,7875104,千户长生,男,https://i2.xxkol.cn/bfs/face/2e3d734759373a253a0f35c4f4956e67dde023ac.jpg,真是无聊的一天又一天,6,1,0,17,1338633,132682641,10094623,2644,10,3月2日,1,bilibili 2018百大UP主、 知名UP主,2,2,1,https://space.bilibili.com/7875104,时尚,生活,,1,0.66%,-1.33,-15.66,0,3.94,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,79952.769,5768.308,632.615,-0.14%
1577,35789774,轩子老师,女,https://i2.xxkol.cn/bfs/face/7d33a63dc64847df099fae5ffe2992b4447c01a5.jpg,,6,1,0,2,1338523,142419041,1364755,1876,3,8月19日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/35789774,生活,游戏,,1,0%,-1.25,-12.09,0,0,2021/8/22,2021/8/22 0:40,1,1,0,2,2021/8/23 0:26,2021/12/27 14:26,0,0,0,-0.11%
1618,473519710,steam情报局,女,https://i1.xxkol.cn/bfs/face/91e00a97d9443e3b19bf1b4ad39c2edf6257148f.jpg,我是运营菌！关注我们，获取最新最快的Steam每日情报，与全平台游戏资讯！ VX公众号：小破局,6,1,0,639,1337540,90354068,9040354,873,13,3月7日,2,bilibili?新星UP主,2,1,0,https://space.bilibili.com/473519710,游戏,,"steam情报局,吐血姬,Steam特惠,steam资讯,Steam",10,4.26%,2.04,10.11,0.03,46.1,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:27,114441.373,7621.254,398.731,0.06%
57792,11270116,酒痴东梦,保密,https://i1.xxkol.cn/bfs/face/bfcdcebe775f905f28fe3406c196b723fd6dd1fa.jpg,总有一天会成为百大UP主的男人！商务联系QQ445591408,6,1,4,300,1337227,64526166,5121346,1299,70,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/11270116,音乐,游戏,,10,5.62%,12.85,2.97,0.17,56.35,2021/12/30,2021/12/30 13:00,0,1,1,1,2021/12/30 5:05,2021/12/29 23:18,397113.625,33892.5,8357.812,0.38%
85270,36267054,赤焰男孩,保密,https://i0.xxkol.cn/bfs/face/85bebccb5acb3dcd5a0f0c914797e36d23aac0b6.jpg,"粉丝vx：pengym11  商务vx：chiyansw  微博：赤焰男孩
现在关注我，你会见证宇宙网红的崛起！",6,1,1,87,1334026,60506497,4639171,753,24,,7,bilibili 新星UP主,2,2,1,https://space.bilibili.com/36267054,生活,时尚,,10,7.46%,12.08,1.54,0.32,54.31,2021/12/30,2021/12/30 10:26,0,0,1,1,2021/12/30 8:37,2021/12/30 15:22,887003.357,51702.643,15340.286,0.23%
1799,13279707,最上川下山,保密,https://i2.xxkol.cn/bfs/face/0a92580eaadeb5a8988299f0b2cd849e0663b892.jpg,"粉丝群：1060622907，商业合作Q：1092458341
一个有趣，认真的up，希望给你带来开心",6,1,4,104,1333732,138454062,9619365,329,14,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/13279707,动画,鬼畜,,10,18.79%,9.35,1.65,0.52,124.01,2021/12/30,2021/12/30 15:31,1,1,1,1,2021/12/30 0:51,2021/12/27 15:08,2029160.571,158881.929,18084.143,2.49%
1333,8784855,--圈圈--,保密,https://i0.xxkol.cn/bfs/face/331dfc1e13837708a3eb885618752e819999f07f.jpg,啊呀！！！！商业合作（请注明来意）QQ微信都是：1641588315,6,1,0,294,1333215,159613145,9855464,1033,15,7月19日,1,bilibili 知名游戏UP主、直播高能主播,2,2,1,https://space.bilibili.com/8784855,游戏,生活,,10,3.88%,3.89,2.53,0.22,42.69,2021/12/30,2021/12/30 15:35,1,1,1,1,2021/12/30 0:25,2021/12/27 13:37,564532.733,30329.4,3617.4,0.12%
2207,486633990,我是江无情,保密,https://i0.xxkol.cn/bfs/face/bf667a09070a9345c881ec8e3e6844d8ecb043ca.jpg,一个做视频的，商务v：wuqing_2021,6,1,4,147,1332352,109007904,9831176,1259,16,,1,bilibili 知名科普UP主,2,2,1,https://space.bilibili.com/486633990,科技,生活,,10,2.63%,7.74,1.87,0.34,101.12,2021/12/30,2021/12/30 15:13,1,1,1,1,2021/12/30 0:53,2021/12/27 15:39,314409.364,28072.818,3083.182,-0.23%
2037,2108856,流萤Zz,男,https://i0.xxkol.cn/bfs/face/48cca248dbc54396a0876f870b29aa3b9f70a8ab.jpg,有好的创意可以私信我嗷～都会看滴。商务合作请联系QQ：1215184190,6,1,0,209,1332217,152510544,11915227,943,9,1月1日,1,bilibili 知名游戏UP主、直播高能主播,2,2,1,https://space.bilibili.com/2108856,游戏,生活,,10,16.36%,10.11,2.91,0.37,139.91,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:52,2021/12/27 15:35,2033651.467,113755.733,30130.6,1.01%
2494,14871346,硬件茶谈,男,https://i1.xxkol.cn/bfs/face/382e4c81565b8720b7890885f14d1c6e1cad2f51.jpg,"淘宝电脑店：硬件茶谈一店/二店  淘宝茶店：融幸
商务合作微信：Shieieiki
微信只接待商务合作 加微信请备注来意",6,1,11,93,1331997,43487440,3925232,2461,73,11月2日,1,bilibili 知名科技UP主,2,2,1,https://space.bilibili.com/14871346,数码,,,7,1.30%,9.29,1.43,0.17,18.04,2021/12/30,2021/12/30 15:11,1,1,1,1,2021/12/30 0:55,2021/12/27 16:05,220616.8,13031.9,3444.3,0.66%
2153,168687092,空美町,保密,https://i2.xxkol.cn/bfs/face/eff80d403fdd51247cf166b47a24fd8bf15b5c5e.jpg,画师授权转载，谢绝充电打赏,6,1,0,45,1331641,22066563,8912358,0,0,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/168687092,动画,游戏,,4,0.54%,12.47,-0.27,-0.35,2.66,2021/12/30,2021/12/30 14:29,1,1,1,1,2021/12/30 0:53,2021/12/27 15:38,425285,50002,21612,2.03%
148732,37992622,破产兄弟BrokeBros,男,https://i1.xxkol.cn/bfs/face/85b04776f74f3da4937cc70b85fe0ae97b01ab38.jpg,"用镜头和脚步，朗读中国和世界。
商务vx：notdayuan",6,1,3,104,1331189,41766394,5047664,920,674,10月14日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/37992622,生活,美食,,10,2.81%,25.61,1.26,0.4,33.54,2021/12/30,2021/12/30 5:45,0,0,1,1,2021/12/30 11:07,,225225.462,23538.769,4351.077,0.30%
399,50063223,备胎说车,保密,https://i0.xxkol.cn/bfs/face/ab237b086cfe02d9f29efc6d8194f325e9835092.jpg,比喻狂魔 论文说车 微信*备胎说车*公众号 我家有卖,6,1,918,1930,1328448,236404291,13618143,2122,24,10月13日,1,bilibili 知名汽车UP主,2,0,0,https://space.bilibili.com/50063223,生活,科技,,10,6.41%,3.81,12.25,0.07,65.55,2021/12/30,2021/12/30 15:20,1,1,0,1,2021/12/30 0:14,2021/12/27 12:12,155231.241,8207.655,782.552,0.44%
1606,3116281,钢铁直男必老板,保密,https://i1.xxkol.cn/bfs/face/9a76285ea5639ee7b0e401d5526081ac97bce642.jpg,商务合作联系vx ：tomatogo007（注明来意，非本人） 观众邮箱：fcywcp2008@qq.com(本人邮箱),6,1,0,123,1326563,79586919,7847508,3036,55,,1,bilibili 知名搞笑UP主,2,2,1,https://space.bilibili.com/3116281,生活,游戏,,10,9.38%,5.79,1.76,0.17,72.48,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:26,652212.882,59319.765,12459.059,0.19%
332,285571498,盖里老哥,男,https://i1.xxkol.cn/bfs/face/72316bb2a722e7e69c8762958a272af63717182f.jpg,日常保证两周三更 时间会在每周二或周五 日常绝对不恰饭 恰饭必加更 感谢大家！,6,1,0,265,1325522,286565395,20403961,6408,168,10月8日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/285571498,生活,,,10,20%,9.9,3.24,0.58,205.31,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,1340767.13,105916,7074.478,0.32%
1044,19750237,美食台,女,https://i1.xxkol.cn/bfs/face/432467a54697c65f4caac8ce40a96b68534c7fbd.jpg,吃好，活好！,6,1,125,1839,1322976,96493465,3972419,95,1,12月18日,5,上海一条网络科技有限公司,1,1,0,https://space.bilibili.com/19750237,生活,影视,"美食,祖传BGM,料理",5,0.86%,0.93,9.51,0.02,8.21,2021/12/30,2021/12/30 15:44,1,1,1,1,2021/12/30 0:17,2021/12/27 13:33,21375.822,1590.578,874.578,0.05%
467,11616487,绝不早到小吱吱,女,https://i1.xxkol.cn/bfs/face/7830183cad85db6ae5568296b5e06c4182e958bd.jpg,非常感谢小伙伴儿的支持了～微博同名，商务合作微信＋yihanxueli,6,1,1,140,1320891,91434583,4281398,2394,27,8月26日,1,bilibili 知名UP主、直播高能主播,2,2,1,https://space.bilibili.com/11616487,生活,游戏,,7,3.13%,2.07,1.04,0.28,26.29,2021/12/30,2021/12/30 15:20,1,1,1,1,2021/12/30 0:14,2021/12/27 12:13,976047.625,43307,7048.5,-0.06%
202411,294651267,DreamsMom,男,https://i0.xxkol.cn/bfs/face/0108dd6b5480b97bd8a8c3fe53d558fd219d88a9.jpg,Dream的粉丝一枚，不是Dream的妈妈，不要再问我要电话号码辣！,6,1,1,167,1320756,92727136,3504480,170,10,7月9日,0,,3,1,1,https://space.bilibili.com/294651267,游戏,,,10,4.92%,15.59,5,0.18,60.66,2021/12/30,2021/12/30 1:52,0,0,1,1,2021/12/30 3:32,,223600.156,12176.222,1987.022,0.99%
85165,605544858,矮油王老六,男,https://i0.xxkol.cn/bfs/face/059c0b75ef665c52b2d7c7ae504384f92392a885.jpg,"很多的道理都要你用心去感悟，很多的感情都无法用语言去阐述。
商务：qiafan6668",6,1,0,32,1317331,100532086,8363486,339,2,10月25日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/605544858,生活,,,10,3.55%,1.2,0.55,0.6,56.09,2021/12/30,2021/12/30 10:54,0,0,1,1,2021/12/30 8:37,2021/12/30 15:08,1440283.333,146319.667,8285.333,-0.07%
633,18020792,易烫YCC,女,https://i2.xxkol.cn/bfs/face/23046af6598cf8ec6265358d7e1678563fac0e42.jpg,剑桥大学化工系/干货美妆/审美分析/好奇心贼强   全网同名  商务合作vx：BeautyQ-04  和烫聊天vx： BeautyQ_YCC,6,1,0,333,1316526,52810512,2577127,147,1,9月4日,1,bilibili 知名时尚UP主,2,1,0,https://space.bilibili.com/18020792,时尚,生活,,5,2.18%,1.63,2.31,0.05,15.82,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:15,2021/12/27 12:46,150541.053,7978.579,6939.211,0.18%
108,10040906,四季萌芽,男,https://i2.xxkol.cn/bfs/face/41bedf18266e592fb6748ca5d4a6d1399328131c.jpg,私信请发邮箱ricky233@qq.com或微博@四季萌芽 正在做火影系列~向着“萌芽出品，必属精品”的目标努力！！,6,1,0,94,1316514,126196704,3838680,2220,5,10月8日,1,bilibili 知名动漫UP主,2,2,1,https://space.bilibili.com/10040906,动画,数码,,2,0.66%,1.02,0.16,1.38,6.75,2021/12/30,2021/12/30 15:41,1,1,1,1,2021/12/30 0:12,2021/12/27 11:48,1822040,71938,10322,-0.04%
324,1962633,Yui柯基大聪明,女,https://i0.xxkol.cn/bfs/face/3db7d59acaf033d88ef5d31824611b09d8c2b3e7.jpg,曾用名：吉原悠一_yui群527827167生活区+仿妆区的柯基；微博/油管同id 商务合作私信联系,6,1,0,225,1315187,132552535,9985012,2043,12,10月11日,1,bilibili 知名UP主,2,1,0,https://space.bilibili.com/1962633,生活,舞蹈,"柯基,大聪明,Yui柯基大聪明,吉原悠一_yui",10,2.96%,0.6,2.14,0.21,36.27,2021/12/30,2021/12/30 15:21,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,440347.727,31915.909,2327.273,0.25%
2700,37781521,郭云神奇,保密,https://i1.xxkol.cn/bfs/face/71bf46bbbb94d3e09b9f29134bdf678897122ddd.jpg,神奇的商务VX：shenqideshangwu（注明来意）。,6,1,2,227,1311630,238168968,14070811,500,9,8月9日,1,bilibili 知名科普UP主,2,2,1,https://space.bilibili.com/37781521,影视,生活,"电影,吐槽,段子手,搞笑,毒舌",10,12.82%,11.77,-7.47,-0.24,217.68,2021/12/30,2021/12/30 15:10,1,1,1,1,2021/12/30 0:55,2021/12/27 16:24,872967.32,59685.12,5476.68,-0.11%
1634,7817472,某声悠,男,https://i0.xxkol.cn/bfs/face/a50b27a3c5dc0ccdd1271a51c526ad3e3e57cd97.jpg,"本狗为up们整活（非商业）提供免费配音
一起整活加我QQ群807053995
商务合作+qq445591408",6,1,0,647,1310775,181666844,13236090,1077,11,8月3日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/7817472,生活,音乐,伪声唱见,10,22.05%,8.68,13.9,0.09,193.23,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:27,236061.41,22570.615,1573.034,0.51%
27900,2435767,四月是我的生日,男,https://i1.xxkol.cn/bfs/face/14b9342593e8ea200d2c5b1db038c7d8d8c33559.jpg,"记录曾经的感动 四月的vx：syswdsr 
商务合作请加：Makemoney_forever",6,1,4,67,1310237,82725443,4305824,1524,11,4月6日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/2435767,科技,游戏,,6,2.47%,5.67,0.71,0.53,16.33,2021/12/30,2021/12/30 9:36,1,1,1,1,2021/12/30 2:51,2021/12/29 5:37,622453.625,32478.375,6426.375,0.19%
176723,4925207,芙芙家的洗碗君,保密,https://i2.xxkol.cn/bfs/face/6e79ced93539fd60c3f146a6c8a5df23fd16c60e.jpg,"往期一口气系列解说看【收藏夹】！！宝藏！！
动漫音乐公众号：芙芙家的洗碗君
商务微信：yangwenlin033
同名微博求关注呀～",6,1,4,254,1308430,95223078,5383448,951,26,3月20日,1,bilibili 知名动漫UP主,2,2,1,https://space.bilibili.com/4925207,动画,影视,"良心,勤奋,能肝,一口气,动漫解说",10,7.15%,11.76,5.55,0.13,80.71,2021/12/30,2021/12/30 4:02,0,0,1,1,2021/12/30 7:18,,321018.818,16355.091,4077.568,1.09%
63564,456404164,皮科医生魏小博,保密,https://i1.xxkol.cn/bfs/face/ac989cda390065228126fe0e44db74906ca0741d.jpg,北京某三甲医院皮肤科医生 北京大学皮肤性病学博士,6,1,0,130,1308210,43848002,2526033,495,17,,1,bilibili 知名科普UP主,2,1,0,https://space.bilibili.com/456404164,时尚,知识,,8,2.61%,7.06,2.42,0.11,20.66,2021/12/30,2021/12/30 13:04,0,1,1,1,2021/12/30 5:47,2021/12/30 3:31,207352.5,10576.111,7508,0.92%
209,203708804,肌肉山山,保密,https://i2.xxkol.cn/bfs/face/6e5a82548b843ea4196dc62dd6b33f74eb481768.jpg,,6,1,0,302,1306311,214700597,9911550,1119,15,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/203708804,生活,影视,,10,5.38%,2.42,2.36,0.25,53.4,2021/12/30,2021/12/30 15:22,1,1,1,1,2021/12/30 0:13,2021/12/27 11:53,540843.889,35912.167,2308.667,0%
706,58852835,牛叔万岁万岁万万岁,男,https://i2.xxkol.cn/bfs/face/3c9d436659037cc17fe0d32975ef7f17710ba820.jpg,微信订阅号：牛叔说电影 微博http://weibo.com/5769702533,6,1,0,732,1305778,275377233,6398151,3961,27,2月18日,1,bilibili 知名影视UP主,2,1,0,https://space.bilibili.com/58852835,影视,生活,,10,3.30%,1.51,4.18,0.14,34.24,2021/12/30,2021/12/30 15:18,1,1,1,1,2021/12/30 0:15,2021/12/27 12:47,241418.323,12609.806,720.032,-1.65%
397,38067617,纪录片我去看世界,保密,https://i2.xxkol.cn/bfs/face/3b05ae5517e4349292de0dbb745dc14754c38463.jpg,share and offer！,6,1,23,2215,1305096,76146440,1015333,1588,4,10月25日,1,bilibili 知名旅行UP主,2,2,1,https://space.bilibili.com/38067617,生活,纪录片,"环球旅行,纪录片,我去看世界,自由行,旅行",2,0.03%,6.84,1.48,0.1,0.51,2021/12/30,2021/12/30 15:20,1,1,1,1,2021/12/30 0:14,2021/12/27 11:57,30963.286,403.571,19.857,0.18%
1585,35643203,鬼叔怪谈,男,https://i2.xxkol.cn/bfs/face/4d55fb5e74cde0d62ead64ecf1fcccaa1af50fe6.jpg,为你讲述都市传说、重案悬案，童年阴影！商务合作请加v：xuxiaoke4430,6,1,0,274,1304917,85579902,1699764,841,4,1月2日,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/35643203,科技,生活,"鬼故事,恐怖,怪谈,都市传说",4,1.47%,1.62,1.92,0.08,13.14,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:39,2021/12/27 14:26,162621.368,8127.158,1325.316,0.27%
1382,18706318,龙女之声,男,https://i1.xxkol.cn/bfs/face/330cf1a656627acd9cf3a34cc1e2b6d10f9587ab.jpg,大自然的路由器。 商务合作qq 3247556837,6,1,9,90,1304772,107339514,8730441,2523,32,1月1日,1,bilibili 知名科普UP主,2,2,1,https://space.bilibili.com/18706318,科技,生活,,8,3.72%,1.3,-0.93,-0.27,33.45,2021/12/30,2021/12/30 15:44,1,1,1,1,2021/12/30 0:25,2021/12/27 13:52,433564.909,35902.364,7142,-0.03%
1692,4029133,邵艾伦Alan,男,https://i1.xxkol.cn/bfs/face/118347be78ebd3928813caa37f439de79c9de927.jpg,微博@邵艾伦Alan Ins@alanshao1 商务合作请私信（秒回）,6,1,0,267,1304410,124536388,8079777,693,7,9月10日,1,bilibili 知名搞笑UP主,2,2,1,https://space.bilibili.com/4029133,生活,时尚,"生活,搞笑,娱乐",10,4.39%,4.31,3.63,0.13,50.46,2021/12/30,2021/12/30 15:32,1,1,1,1,2021/12/30 0:39,2021/12/27 14:52,341774,17075.517,2112.207,1.37%
2162,451320374,央视网快看,保密,https://i0.xxkol.cn/bfs/face/7674c8bbe25e0cdc284fe57207eb0812d1d930bd.jpg,在这里，看见世界。合作投稿请私信~,6,1,2,2850,1299983,526086235,25361696,193,6,,5,央视网新闻频道官方账号,1,0,0,https://space.bilibili.com/451320374,资讯,影视,,10,20.78%,3.64,16.87,0.12,199.48,2021/12/30,2021/12/30 15:14,1,1,1,1,2021/12/30 0:53,2021/12/27 15:38,172123.426,13377.364,1262.165,0.20%
413,22344481,一花啦啦啦,女,https://i1.xxkol.cn/bfs/face/13747f462ffc8b844ea053e9b23cbf4616e6587f.jpg,快乐崇拜 ,6,1,0,221,1297698,63460888,2868412,365,1,3月3日,1,bilibili 2018百大UP主、知名UP主,2,1,0,https://space.bilibili.com/22344481,时尚,生活,,2,0.80%,0.26,1.59,0.08,7.65,2021/12/30,2021/12/30 15:20,1,1,1,1,2021/12/30 0:14,2021/12/27 12:12,153096.6,7652.8,2357.5,-0.01%
1669,452161580,战忽智库,男,https://i2.xxkol.cn/bfs/face/291cea40a2796f4643a6bf573635a6d2283efc87.jpg,合作邮箱：canrongtv@126.com ,6,0,39,276,1297428,84239065,4443700,520,2,12月26日,0,,3,1,0,https://space.bilibili.com/452161580,资讯,科技,"国际关系,军事,时事,政治,国际问题",5,0.22%,2.79,1.37,0.16,17.44,2021/12/30,2021/12/30 15:33,1,1,1,1,2021/12/30 0:39,2021/12/27 14:52,312522.5,12217.5,1389.5,-0.10%
179,5293668,齐天大肾余潇洒,男,https://i0.xxkol.cn/bfs/face/8f1ef74e51066f01bc18cc2275366857b09293f5.jpg,读奇书，交奇友，创奇事，做奇男子。商务合作qq/vx：787658276,6,1,7,112,1297087,64620828,4921519,9200,3,8月15日,1,bilibili 2020百大UP主、知名UP主,2,2,1,https://space.bilibili.com/5293668,国创,科技,"热血笨蛋,少年",2,0.68%,-0.03,0.71,0.12,7.26,2021/12/30,2021/12/30 15:22,1,1,1,1,2021/12/30 0:13,2021/12/27 11:53,148635,13805.4,2635.2,-0.05%
1595,12444306,pandapia熊猫乌托邦,保密,https://i0.xxkol.cn/bfs/face/fb7dd10ae3bc822411e2cccd76e818fc69193fa5.jpg,滚滚互联网信息平台：https://pandapia.com围脖欢迎关注@PANDAPIA每天都有萌萌哒滚滚，欢迎围观！,6,1,9,1842,1295892,207196221,10430406,1900,7,8月12日,0,,3,2,1,https://space.bilibili.com/12444306,生活,鬼畜,"滚滚,熊猫,萌萌哒,治愈向,pandapia",7,1.21%,1.45,8.79,0.04,18.18,2021/12/30,2021/12/30 15:34,1,1,1,1,2021/12/30 0:51,2021/12/27 14:26,31803.095,3372.905,280,-0.03%
1579,732364,腾讯动漫,女,https://i1.xxkol.cn/bfs/face/5916d0018e618791966fab9afbfb723db6cf9fae.jpg,更多，更好看的漫画动画，就在腾讯动漫?,6,1,326,2099,1295278,2508344368,6678921,533,0,3月21日,5,腾讯动漫官方账号,1,2,1,https://space.bilibili.com/732364,国创,动画,,1,0.03%,-0.13,-1.65,-1.75,1.38,2021/12/30,2021/12/30 15:34,1,1,0,1,2021/12/30 0:39,2021/12/27 14:26,28769,2071,433,-0.02%
85147,73415355,GM的秘密基地,保密,https://i0.xxkol.cn/bfs/face/66b6dd3aaaf42755094240bd1b183cf0040cc7a8.jpg,没错，这就是我的老巢  公众号：GM的秘密基地  商务合作wx：zhs19901025,6,1,1,125,1293538,130698448,9850025,839,30,,1,bilibili 知名UP主,2,2,1,https://space.bilibili.com/73415355,生活,游戏,,10,7.03%,10.01,2.25,0.47,73.69,2021/12/30,2021/12/30 10:55,0,0,1,1,2021/12/30 8:37,2021/12/30 15:07,715153.867,52848.4,4291.733,0.76%
115795,254662438,时间只玩辅,保密,https://i1.xxkol.cn/bfs/face/0bea09c8abccb8f98f904a19cc8b7a4f0d769c58.jpg,如果赢还有1%的希望，请拿出100%的努力，每晚B站直播。,6,1,3,505,1293322,126506055,8455438,286,13,,1,bilibili 知名游戏UP主、直播签约主播,2,2,1,https://space.bilibili.com/254662438,游戏,,,10,6.30%,15.37,6.15,0.14,76.94,2021/12/30,2021/12/30 8:27,0,0,1,1,2021/12/30 11:54,,250062.333,17166.422,540.733,2.81%
